Respondent	Fit (RLH)	Level 1	Level 2	Level 3	Level 4	Level 5	Level 6	Level 7	Level 8	Level 9	Level 10	Level 11	Level 12	Level 13	Level 14	Level 15	Level 16	Level 17	Level 18	Level 19	Level 20	Level 21	Level 22	Level 23	NONE	0,47088844																								
4068266	0,581260708	-1,14356408	-0,862805929	-5,555576961	2,959972592	-1,798672306	2,991144913	6,173733583	0,23324098	-0,838865312	-0,297884231	-0,162117311	-1,088567336	-0,786607138	-0,622201712	1,69408816	-0,435132732	0,958690297	-2,890653206	-1,494144268	1,443577225	0,901138363	-0,258644357	0,879850768	-8,234911416	0,981827719	-0,657271365	-0,61744234	-5,095862561	3,11537399	-1,03614545	3,142468681	6,060691496	0,781991355	0,127317264	-0,587072396	-0,660902653	-2,041328782	-1,188783614	-0,521460564	1,868784835	0,07468266	1,399645861	-2,509584583	-1,375350842	1,84444218	0,934867751	-0,308258825	1,334343992	-4,085146091
4068285	0,552130935	4,946360856	-1,893500294	-1,712369406	2,187539019	-2,03425237	1,549999203	-2,527687997	0,011394281	5,126697124	0,389101699	-2,070926571	-1,962237299	1,899858846	1,194630329	0,467376505	-1,376079985	-1,379044218	-1,614734349	0,300975694	1,18682276	0,44189142	-0,815889867	-2,315925382	-4,376183539	0,923961816	5,173177154	-1,553363161	-1,634752722	2,551883218	-0,894237564	1,638751815	-0,807517512	-0,176658551	5,548614979	-0,042253053	-0,223270443	-1,800452858	1,751495754	0,234688388	0,256052907	-0,416377937	-0,913580164	-1,162554659	-0,85103917	0,371236704	0,064138557	-2,375782043	-2,010162882	-2,728036756
4068289	0,569989391	5,711796665	6,354784231	0,760735886	1,559570289	0,892388844	7,803268966	0,137846039	3,256779879	0,828523018	-3,105788562	-7,483315033	-0,69938118	-1,194288856	-0,555422104	-1,288974714	-1,246118077	0,787031397	-4,015128053	-0,782762162	-1,068070735	-3,6498919	-0,559773723	-2,443810115	-7,6024323	0,967228546	5,308233646	5,770579363	1,166506573	0,680502972	1,05866901	7,399067468	0,712984823	2,915264428	0,305888827	-3,237295098	-4,025415731	-0,710222299	-0,799599323	0,325596596	-2,180358262	-0,532591513	0,523995185	-3,273374096	-1,948336581	-1,393139151	-3,236027698	-1,177319686	-1,975796169	-1,677813285
4068294	0,583933423	5,753951207	1,265277574	-1,126704215	-0,411536832	-1,766390279	4,72421696	6,338418019	1,173094035	1,895441006	-0,229320502	-5,007299508	-0,788578703	-1,835607462	-0,366540557	-1,562769788	-1,319959402	-0,41078964	-2,775346805	-1,377954161	1,101127022	-1,11176131	-0,47805126	-1,6829154	-7,637565971	0,94785505	5,679526964	1,178294015	-0,505424707	-1,673143149	-1,510457998	4,561784357	5,998691529	1,125769325	1,870813622	-1,297741953	-2,548270829	-2,005218805	-1,880830908	0,950157661	-2,465517218	-1,08572281	-0,971912896	-1,711795321	-0,770105424	0,742186032	-1,440922236	-0,169772475	-1,145808161	-0,924578616
4068304	0,430030107	-0,261316531	-1,756358179	-3,406219445	-0,329241633	-3,803097186	-0,47180225	3,892179682	-2,14595157	-0,862947269	1,774965431	0,52526002	-0,833528233	0,797119682	0,887640872	-0,404152631	0,435507838	1,2112283	-1,542663228	0,109070368	1,283465114	2,055783815	0,248465661	2,596591371	-9,123444891	0,974766691	0,066854979	-1,701042736	-3,529569751	-0,263044146	-3,53259717	-0,372344546	4,133619352	-1,561073544	-0,473573583	0,947224645	0,637808712	-1,238019422	0,665124278	0,922297133	0,84879585	0,286349466	1,151034743	-1,367504093	0,814484873	1,385018284	2,575882128	0,576373909	3,155606955	-4,127706316
4068311	0,700451229	7,992086565	5,098513389	1,445985715	0,691089092	0,565241869	7,658299306	-1,180939185	2,227462962	1,951868637	-2,208419218	-7,543102689	-0,457749491	-0,639385181	-0,297273128	-0,856854701	-1,671804771	-0,14198256	-3,888112962	-0,724962108	-0,576207351	-3,158293355	-0,890502727	-3,39495811	-6,702392101	0,956386957	7,713988539	4,915289676	1,635603028	-0,536064651	0,538462815	7,441796552	0,132516813	2,222265292	1,485278163	-2,930989632	-4,052233885	-0,796413182	-0,495777881	0,705438324	-2,241937592	-1,128030368	-0,396550641	-2,794181617	-1,821132297	-1,292801895	-3,384016075	-1,256267412	-2,509686582	-1,15455549
4068314	0,449505289	-1,686429899	-0,468471919	-2,479310344	1,378234018	-2,418081292	-2,119484208	-4,981454556	-4,010552955	-2,502218152	1,703048588	4,938835249	-0,621420359	2,582964662	1,899551799	1,989570234	0,619256187	2,0516781	-1,624595625	2,307575843	-0,501366906	3,189603342	0,228927886	0,524140307	-8,172042581	0,969398985	-1,997303615	-0,528144062	-1,823808586	1,475678069	-2,35546489	-1,815420296	-4,432003242	-3,565728073	-2,675301333	2,25626923	4,117353377	-0,553537944	2,618967011	1,869066361	1,500437465	0,814523341	3,099751055	0,139549246	1,90551304	0,40204325	4,037670633	-0,514712419	1,056622161	-5,032019777
4068320	0,304704649	0,568486838	0,252437441	-2,48053687	-2,309650476	-3,736187349	1,425479118	-2,206406715	-2,52026584	0,736880693	2,027739798	0,992298581	-0,955649987	1,352570336	0,959644865	1,9736184	0,67950538	2,204148307	-1,475553303	0,220029269	0,276265287	1,694600336	-0,442717938	0,763263828	-9,411041423	0,971850552	0,530889048	0,284434521	-2,175235957	-2,580445833	-4,038193073	1,441494109	-1,872600022	-1,922563821	0,588339558	2,165936328	1,668328857	-0,732955557	1,535660048	1,702826001	3,331188568	0,751085707	3,263575556	-1,098775725	-0,6717985	0,592317886	1,946251181	-0,350540921	1,42993979	-5,789157748
4068322	0,591546123	-3,807066686	2,83082183	-1,705169398	-2,760711101	-3,270147286	-1,320730599	3,248082945	-2,52909453	-3,830441259	0,648915895	1,397969904	0,517528915	-1,710746418	0,881844334	-1,572737562	3,103370341	4,897500243	-1,685975874	1,36800715	-0,15237905	0,585672637	1,218984026	3,646501544	-12,08655128	0,964024356	-2,292187777	2,856093967	-1,145530575	-2,217356728	-2,008991648	-1,036157872	3,307777642	-2,175151755	-3,368959026	0,607155663	1,452815028	-0,981585864	-1,910883778	1,539313159	-0,721465594	3,418526976	5,020777726	-0,550222341	1,353284001	0,465013816	0,50930733	0,584763911	2,390177431	-5,096513694
4068326	0,932768411	0,528985912	-4,291034332	-1,269528445	0,977661488	-0,671846502	2,284739417	-3,848097971	2,263711282	0,641790107	-0,662889546	-0,128077162	-1,410207723	0,25357021	3,573759479	-0,022894945	-1,596960871	-0,216233159	-1,449814459	1,970044921	2,706381723	-0,137800608	1,433471199	-0,928730014	8,470143981	0,47088844	1,177826709	-2,829593588	-0,399353486	-1,357538055	0,24764829	1,916461725	-1,693921038	0,929484598	-1,70642638	0,245914855	1,672260486	-1,130564662	-0,984073393	2,373530831	-6,892822327	0,061869654	-3,389238113	0,865757641	1,295178434	1,63113946	1,417209317	1,472776493	-1,065189832	6,141662381
4068330	0,440492197	-3,07003091	1,658552418	-2,181273158	-1,981055266	-1,044645904	-0,366492376	-3,821989016	-3,425089987	-3,700671367	1,204986571	4,14221498	-0,344902307	0,448124942	0,605556501	1,269025847	2,243547404	3,479023371	-1,505789669	2,73337823	-1,13919655	2,150976602	0,656722688	1,989026959	-10,74999234	0,980017915	-2,434359963	1,794946877	-1,404393986	-1,713402277	-1,084697823	-0,111933978	-3,009086607	-2,82498517	-3,895335372	1,397055261	3,541753285	-0,294633937	0,283041442	1,484796285	1,326167183	1,898213303	4,365678123	-0,592432802	1,981837249	-0,566445254	2,404508127	0,38760209	2,269297252	-5,203189307
4068333	0,681478452	-0,605091912	0,706304491	-4,435015279	0,89848956	1,182769163	2,44210731	7,564255071	4,759454545	-0,819248935	-1,539910116	-2,446845193	-0,859426351	-2,016475809	-0,286651632	-1,404166086	0,076572511	1,206544232	-3,642977784	-1,346497462	1,801008805	-1,302282467	0,275351608	-0,20826827	-5,356989683	0,97095227	-0,254239901	1,323776627	-4,094481876	1,120064266	2,266387301	2,600297752	7,821225186	5,113482799	-0,049821329	-2,081201048	-2,197645873	-2,488370023	-2,09973226	-0,45803958	-2,132220766	0,712552821	0,671899092	-2,528660872	-1,599433835	1,058525937	-1,155785623	-0,145439055	-0,318477733	-1,084662007
4068335	0,456030127	-0,301782607	-2,49671436	1,152567917	-3,546674256	-4,598508394	-0,811839428	-3,683419837	-4,926465643	-2,616788875	3,189895596	4,338413833	0,742410966	-0,552894961	2,170026145	-0,677333952	1,120014177	1,858296149	1,260957142	2,744718191	-0,31386484	3,190620621	0,463143104	2,295223312	-8,750953143	0,985779884	0,01713684	-2,065303623	1,43014659	-3,402576263	-4,288788697	-0,486683362	-3,822081485	-4,705583133	-2,59126821	3,398125573	4,799813801	-0,003193042	0,014168446	2,696996301	-1,298738539	0,862866049	1,484935435	2,140295883	3,338335306	0,449634993	3,262748788	0,242790347	1,665188383	-3,13896638
4068340	0,466432974	-3,275509857	-1,13754107	2,678622819	-3,321261432	-1,762702836	-4,159731088	-4,945043314	-6,915720074	-5,46013989	1,706549054	4,992929369	1,067256221	-0,617706828	0,709443527	-1,519449423	3,437535964	3,532592841	2,359715815	3,06066673	0,710642257	4,407684014	1,212677032	3,238490168	-10,23645395	0,979005942	-3,233019533	-0,407342946	2,987483594	-2,029644375	-1,546185432	-4,083893815	-4,833054893	-6,833491374	-6,092788894	2,794516333	5,858602715	-0,114803846	-0,688945911	1,275964044	-2,845885846	3,592648453	3,704261191	3,413490213	3,803982521	1,898547448	4,256919926	0,559425244	2,360014182	-3,796798999
4068360	0,531507429	4,9926929	6,207657638	3,006139361	0,26840001	-0,322222371	6,661499064	-1,570895569	1,151455818	-0,2387234	-2,512639895	-6,267041568	-0,181166589	-1,339347232	0,142102401	-1,589454646	-0,695251713	1,295703965	-3,958564184	0,535013213	-1,327403609	-2,628832998	0,370756668	-1,999877265	-7,717641952	0,954350028	5,097524475	6,077362908	3,275477729	-0,860875452	-0,276237595	6,603204854	-0,410949861	1,295530156	-0,737244931	-2,688999605	-3,070647169	-0,35987215	-1,099051763	0,763638547	-2,309081337	-0,770483168	0,494334985	-2,601403463	-0,407925554	-1,657922772	-2,563302163	-0,480892009	-1,477073908	-1,835110754
4068364	0,57579292	4,54948448	2,010068749	-1,775231593	1,450476185	-0,307927461	8,444873044	4,661439918	6,989285573	1,799567525	-2,793394077	-6,993302348	-1,414542955	-2,087426269	0,333910214	-1,120855919	-1,857907384	-0,723440778	-4,116285781	-1,972886613	1,256748561	-3,927299959	-0,375610731	-2,029742382	-2,792913701	0,974850052	4,841810338	2,468830333	-1,810908066	0,875667487	0,593409506	8,670915551	4,753304198	7,126921143	2,486265632	-3,90304442	-4,870799427	-1,374912187	-1,152663087	0,150533174	-1,722926576	-1,481348451	-2,079679886	-4,015764948	-2,954299374	-0,224064426	-3,648481429	-0,639520554	-2,226550695	0,137306164
4068367	0,776293726	2,32152794	0,326141674	-1,633509506	1,899750869	-0,304356968	7,784844584	0,369746852	9,890858166	3,341123993	-3,181638255	-5,952317546	-1,96972595	-1,0136636	2,029372884	-0,618989702	-2,851742327	-1,220246322	-4,336462777	0,167914352	1,760635429	-4,421872261	0,644358587	-3,031750116	5,697029247	0,899292836	1,720056678	-0,076359216	-2,318884838	-0,350644659	0,337160227	6,913648437	1,192040163	8,967299747	1,887026974	-2,947071049	-2,520908966	-0,88286025	-0,248258136	1,448100789	-3,708227429	-1,459334014	-3,974174437	-2,919630648	-1,678595233	-0,121379238	-2,242747177	0,567060412	-2,000912846	4,417594708
4068369	0,590102794	-0,98048039	-4,852400426	-3,287082595	-4,908810456	-7,492677762	-3,218996973	0,07319796	-4,823470417	0,913034882	4,1871061	5,776251108	-1,051708983	1,290452607	3,130440828	2,427654655	0,767816529	0,555639466	-0,434876	2,036077426	2,62993384	4,667041979	0,788261239	1,807595384	-8,119161273	0,992373196	-0,774064131	-4,437347855	-3,22921445	-5,559834347	-7,534319244	-2,971929345	0,475285716	-4,124628284	1,130782769	4,253146412	4,978361705	-1,046070898	1,273846022	3,4228234	3,075588436	0,831722009	1,431784754	-0,027612032	2,177657801	3,027815388	4,582277543	1,36376181	2,857605365	-5,177438546
4068372	0,434785904	-0,906528408	-3,465653694	-0,174539498	-4,70157222	-7,200141762	-0,3808606	-2,932401658	-3,019957156	2,151917532	3,059890907	4,121104176	-0,565759499	0,454164262	2,994273073	0,668991712	-0,539066048	0,433848034	-0,194796433	2,475204964	1,463720118	3,06221325	1,474715652	1,721233296	-5,710074687	0,984176183	-0,652125482	-3,258175381	0,014534141	-4,997868052	-7,303086439	0,214091997	-2,730721762	-2,253859965	2,381597058	2,651480059	3,915799925	0,257234436	1,637339297	3,004559958	0,886599313	-0,815749668	-0,415994576	0,295049897	2,426911164	0,850387741	3,940653134	1,395616891	2,075724866	-3,519998554
4068387	0,580013548	0,001275265	5,561500821	-1,0009935	4,911930748	5,348040142	2,498772119	-2,107248256	-0,611390773	-5,12790749	-2,395940832	-2,873715634	0,126253727	-1,064922456	-1,246673496	-1,440500608	1,226437298	3,641899728	-3,349202445	0,672548158	-1,799145278	-0,798526893	0,446386201	-0,618876544	-7,273450885	0,944353058	1,05938699	5,947728039	0,459468127	5,357332431	5,75738023	2,815532589	-1,438658609	0,252064024	-4,54535523	-2,705519532	-1,792782636	-1,003066157	-1,113212172	-0,79242944	-2,806535052	1,469572913	3,834485406	-1,991317166	-0,656570255	-1,247144153	-1,215412238	-1,925808853	-0,941327852	-2,777811404
4068394	0,517446966	-1,258402449	-3,475199056	-2,458391324	0,752215449	-3,229130312	-0,123667856	-3,340347763	-4,542439278	-3,35528255	1,282060358	4,603418043	1,295965611	-1,065895014	0,893937756	0,404073558	1,055440631	1,851677623	1,390184688	0,78736789	0,286779923	4,036223193	0,781278953	3,428131928	-7,743846041	0,984044799	-1,451835303	-2,829983195	-2,799507907	1,038987163	-3,055735249	0,399135846	-3,69239717	-4,084983535	-3,447711765	1,729560472	4,17098847	0,950674341	-0,121104979	1,277886007	0,285072093	0,972685501	2,337746366	1,151318998	0,658074811	1,545447484	4,508472697	0,704563564	3,668330254	-3,915684964
4068398	0,811741852	0,082537959	0,658601878	-2,893337389	8,161146013	5,825481121	3,784216412	-2,25251068	0,055287849	-4,455417253	-2,517958506	-1,716579296	-0,592742617	-0,7684869	-0,929756122	-0,344548017	0,321526982	2,216960554	-2,75542946	-0,119860652	-0,86763259	-0,305032091	0,201388294	-0,787855492	-3,726267577	0,946349569	-0,151932017	1,040114372	-2,823058473	8,487489063	5,836653721	3,709703214	-1,257803641	0,173317887	-3,623691284	-1,780247144	-0,640554293	-1,46788519	-0,792140246	-1,33474561	-2,306535372	1,344329667	2,626405679	-1,681814828	-1,312019817	0,116399378	0,060282645	-2,079757702	-0,269674358	-1,872835652
4068416	0,762282068	-4,752714354	-2,265134566	1,31022068	-5,307000934	-6,519894334	-5,901360629	-6,108157071	-6,948539051	-4,917542066	3,051316735	8,228855503	1,086258315	0,77432252	3,778508202	0,442118288	2,459784325	3,485854027	1,272502013	4,794894318	0,093053898	5,599888827	1,670256107	4,672509245	-10,02746385	0,992971127	-3,893020744	-1,65312488	1,538634197	-5,541932668	-7,08167501	-5,174674596	-5,275628058	-7,027855656	-4,883274955	3,884135253	7,128854534	1,112322613	0,724642066	4,050265948	0,83154286	1,919935634	3,743231744	1,773599451	5,38222049	0,909208229	6,550181533	2,127922381	4,758659255	-5,90416962
4068434	0,588439244	5,391188929	-0,855033885	0,298413344	0,967231697	-0,118461243	7,24221299	-2,803525415	2,076343313	1,92796406	-1,365902056	-4,517620269	-1,344227931	-0,1056953	2,601115619	-0,31753126	-2,199398761	-0,776484475	-2,467719419	0,296870764	1,287357693	-2,303097768	0,272077961	-3,186078588	2,003741207	0,852131998	4,84257044	-0,755261696	-0,144147786	-0,963462951	-1,232394556	6,699066733	-1,543927323	0,972241551	0,808404176	-1,184665877	-0,760929213	-0,499875809	-0,282561124	2,444445167	-3,034243584	-0,778997095	-1,887622843	-1,285608558	-0,878411811	0,460119856	-0,941690941	0,043217127	-1,384692964	1,288429078
4068436	0,419189168	-1,779256688	-2,861799575	-2,96054661	2,579784256	0,087427592	0,440132101	-4,263759724	-2,105025084	-2,476677533	-0,065454625	3,834531472	-0,372596377	2,252927662	1,193528035	1,014685889	0,926140454	1,123075921	-1,3553448	1,626501284	-0,401924316	3,404864683	0,192838259	-0,034052277	-6,000839368	0,963283521	-1,533996215	-2,223102157	-2,570009364	2,772136922	0,127996879	0,854305636	-4,100691586	-1,734211004	-2,36456641	0,385803047	2,974718359	-0,535943548	2,458458195	1,137927714	-0,417607015	0,864839146	0,880202987	-0,346889097	1,609077811	-0,072084978	3,826453998	-0,470629677	1,17342715	-2,695616794
4068463	0,737485396	-1,594247532	0,21385832	-4,242862588	7,229330769	2,38655925	1,85831971	4,725801818	0,296977154	-4,195440706	-1,076943444	-0,538785516	-0,379263935	-1,931534255	-1,000811637	-1,360034724	0,00437964	2,076468872	-3,11958568	-0,487950751	-0,141693013	0,348186505	0,435553842	0,493717902	-5,947195564	0,948725943	-0,854842246	0,583779957	-4,196891326	7,599616207	3,084114865	2,136454576	5,151448166	0,996619724	-2,192283058	-1,321159979	-1,201685586	-2,429297989	-1,842926849	-1,460678895	-1,722299406	0,463909253	1,618352012	-2,013940211	-0,650650175	0,674454632	0,529628396	-0,930670992	0,38336912	-2,404420195
4068507	0,680703895	2,973047601	6,034560817	-0,42171866	1,76344623	0,812339714	8,328336184	1,316649175	4,995608533	0,350984015	-3,592920045	-6,792215891	-0,440615606	-1,777437855	-0,754395105	-1,246505155	-0,6660293	1,198047499	-4,287520666	-1,014142901	-0,735398374	-4,310239623	0,013611849	-1,747492436	-6,817239273	0,974280275	2,817107402	5,754455129	0,164506435	1,265173865	1,13017694	8,137408479	1,19619921	4,885422986	-0,570654693	-3,386540807	-3,990358816	-0,584049289	-1,269369402	0,24115369	-1,652411598	-0,720293214	0,564238663	-3,915004785	-2,106046302	-1,313804899	-3,288273097	-0,491939776	-1,387394419	-1,479701704
4068526	0,78432604	-5,161098938	-3,280459024	-3,806809755	-3,560049022	-6,621700917	-3,304581794	3,264032365	-3,668024685	-2,2696756	2,783525644	6,621274893	-0,070679505	-0,574343486	1,425674509	-0,154995824	1,345959268	2,055282865	-0,183366097	1,561846527	2,2869574	4,086860102	1,946232615	5,278138458	-9,279301065	0,985036688	-4,385077647	-3,335605152	-3,691726398	-3,65629874	-6,625785266	-2,643698583	2,918888517	-3,342332022	-2,387554266	2,890682719	5,500526169	-0,508841595	-0,979433297	1,834075689	0,897207398	1,109059725	1,449588693	0,059544531	2,787221322	2,939966142	5,09960127	2,964546834	5,503796056	-4,398352096
4068546	0,56395937	2,262033742	5,692747706	-1,014406272	-0,507382909	-1,317247001	3,523810572	-1,693853745	0,024119458	-0,651294749	-1,30144961	-2,232486566	-0,303926341	-0,325809195	-0,570858186	1,768284424	0,121158297	2,37198721	-3,450430165	0,122274085	-1,053729606	-0,796793997	-0,578489808	-0,088257343	-11,05701853	0,951615187	2,2142041	5,616513059	0,066572113	-1,126590543	-1,808091139	3,535305108	-1,119241657	0,203976173	-0,672384686	-1,334833442	-0,94838068	-0,000101155	0,497562254	0,90671469	2,675513211	0,010374631	3,055546466	-2,91677683	-0,932505596	-1,327785933	-0,79988945	-0,476304135	0,339595162	-5,658991718
4068557	0,804349407	7,325247297	2,979879083	-0,055984387	2,300189669	1,617103182	10,27381269	0,323464233	6,363844332	3,243543324	-3,774540839	-9,050192099	-1,045949357	-1,231075043	-0,161892685	-0,638547586	-2,388632114	-1,213956041	-4,294853699	-1,266486686	0,398539977	-4,861268529	-0,704569468	-4,137675254	-2,198221538	0,95836014	7,261147334	2,980378858	-0,003453615	1,020234033	1,395493856	10,03258506	0,176761005	6,11601364	2,63038798	-4,099749066	-4,980479616	-0,662682669	0,107342979	0,540720694	-2,292845036	-1,835005159	-1,984051747	-3,571223847	-3,239434241	-1,154901184	-4,322586	-1,498814863	-3,221780749	0,605942346
4068559	0,799203706	9,227123448	5,145750892	1,354077861	0,555384541	0,780996458	6,679397162	-0,419677373	2,232175444	2,140851029	-2,314004187	-8,252117694	-1,026916354	-0,51167184	-0,102208488	-0,804439937	-1,701229976	-0,33390477	-3,704625902	-0,733653864	-0,24484598	-3,152916062	-1,199316522	-3,614227883	-6,567994098	0,959044016	9,017696002	5,130613525	2,134863209	-0,782077931	0,542507471	6,676428624	-0,060789221	2,132502904	1,978602385	-2,89189012	-4,33089482	-0,96607637	0,055771473	0,642543756	-2,048309287	-1,192200371	-0,643208823	-3,082703563	-1,622158403	-1,262586787	-3,347027383	-1,515190388	-3,341347094	-1,225068791
4068562	0,427623812	4,801757058	-0,483879056	2,882656391	-2,821624067	-3,178889053	2,204562232	-2,70448569	-1,401483595	1,89673553	0,241401051	-2,087491693	-0,387968069	-0,145733481	1,980476683	-1,371217906	-0,727924325	-0,09013269	-1,310336762	1,084934576	0,599409951	-0,069116325	2,489651003	-1,401301764	-4,90635905	0,919546858	4,733320297	-0,244104544	2,746495031	-4,869516197	-4,441315354	2,152330965	-1,497486521	-0,898334549	1,684178465	0,159522077	0,453780462	-0,086281207	0,409442582	2,436898686	-1,28185126	-0,457578491	-0,627106649	-0,937447062	0,931360601	0,348994124	-0,157022026	2,153947416	-0,930944257	-1,78128259
4068569	0,524667228	0,03104095	3,004162858	0,935982107	0,185768691	-1,210042394	5,616849686	-1,589878618	1,854890664	-2,252318938	-2,084302315	-2,54196842	1,864639737	-1,890877237	0,682660425	-1,375595423	0,140130964	1,877792003	-2,72853354	0,908018197	-1,051814284	-2,035221251	1,15065046	0,507965676	-6,961726989	0,943822341	0,59572318	3,358892169	1,166832656	-0,649125291	-1,797166604	6,131272756	-2,360555826	2,161315326	-2,022612914	-2,189592868	-1,23875096	2,2601636	-0,425252117	1,532610022	-0,732812453	-0,230751892	1,07644639	-2,522602396	-0,150862728	-1,37883479	-1,195625302	0,557719995	0,675313891	-2,621743844
4068580	0,73264193	1,520829181	-1,337607173	-3,480569585	-0,828346209	-2,880143571	5,693123395	-1,429663725	1,500171885	3,943430495	-0,627932276	-0,457347398	-1,270445838	0,909741236	0,669088759	3,20680985	-0,860187925	-0,710799691	-2,157034728	-0,488032021	1,389485736	-0,942356396	0,020713377	-1,382927377	-4,844245332	0,939941101	1,947399101	-0,382317214	-2,685278086	-0,883235011	-3,073258012	6,058273211	-0,633307435	1,843661991	4,217320892	-0,952973282	-0,375242581	-0,384893725	1,636598764	1,256857907	3,961602248	-0,677106443	0,144466151	-2,689931735	-2,367341414	0,12319297	-0,851194387	-1,052796609	-0,058890571	-4,12160673
4068605	0,415358347	-2,325076246	1,543996229	0,875682817	-2,958564673	-4,09230547	-0,709076848	-1,80264319	-4,126586128	-3,486779559	2,69273774	2,465608586	0,724831565	-1,470971661	0,966926616	-1,905582429	1,322980128	2,706322939	-0,432098141	2,242258205	-0,780002726	1,872388936	3,39174369	3,284209618	-9,796267593	0,964648779	-2,069096063	2,003748882	1,108310622	-4,212578866	-5,135285865	0,160566158	-1,9492723	-2,608103648	-3,712534118	2,839235794	3,13111044	0,529910122	-1,29771272	2,085402042	-1,394714745	0,42933862	2,051836224	-0,142295501	1,868939458	-0,183117553	2,555429991	3,773345686	3,571962753	-3,404425412
4068614	0,607970267	2,970913247	0,907036919	-2,830185937	0,748916322	-2,315278281	8,246436143	4,157869217	7,700713155	5,159912837	-2,601233007	-5,789461624	-2,023523899	-0,463414162	0,486082197	0,377577065	-2,443627334	-1,63370749	-4,306861281	-1,608154642	1,793862992	-3,574288942	-0,618802803	-2,340780694	-2,176358999	0,969791189	2,746052173	1,031417752	-3,03562283	-0,375152923	-1,123687633	7,762604307	3,844504345	7,202983221	4,834294068	-2,837084527	-3,478716221	-1,212633222	0,139658489	0,353166452	-0,099080745	-1,3721425	-1,75554126	-3,607038669	-2,9553383	-0,322682232	-2,931743775	-0,592082695	-1,394851463	-0,821281815
4068643	0,70394409	5,754260362	7,764075633	1,235169802	-0,466281012	-0,219635502	3,837493338	-0,820889791	4,193301831	1,190624605	-2,340459947	-6,462770852	-0,773520796	-0,700174322	-0,183447133	-1,01713452	-0,813305835	0,810560317	-4,319574078	0,796020327	-0,99669051	-2,896271005	-0,78634656	-2,785004351	-8,194426139	0,959470214	5,972627653	7,634798458	2,040904078	-1,333070814	0,043945525	4,075450947	0,56616747	4,499274311	1,193559563	-3,238085739	-4,079097551	-0,959652709	-0,071780737	0,589739474	-1,616203201	-0,51533978	0,337494518	-3,266209255	-0,945038033	-2,17831763	-2,902599852	-1,072062503	-2,511612131	-2,264892061
4068666	0,4710213	0,807775049	-0,032758841	-2,257481453	-1,485739524	-3,988869601	2,357271599	5,813224315	2,340934645	0,229176655	0,078395317	-1,336967311	-0,864877605	-1,52411173	1,129260295	-1,114247097	-0,998821924	0,713862896	-2,757742645	1,426274127	1,291161282	-0,41848735	0,084793007	0,507975894	-6,995845008	0,952300331	1,297668316	0,185651031	-1,48461546	-2,379839214	-3,398260814	2,578538454	6,215906988	2,332688652	0,422963894	-0,580509759	-1,059137201	-1,695956874	-1,501559377	1,335976792	-1,771981717	-0,87630102	-0,514392125	-1,655933585	2,313155073	0,482425726	0,171126296	0,728135687	0,708607064	-1,854356825
4068687	0,645402413	-1,762543536	-2,976587915	-3,362771032	-0,672026575	-3,145066261	1,786516498	7,245229391	3,571071872	0,383515417	0,328246787	-0,751872086	-1,504568508	-2,335273607	1,979877706	-1,630236763	-1,042917791	0,134788355	-1,879740777	-0,144287184	3,400972379	-0,78637499	2,103436768	1,060611853	3,560710954	0,854505557	-0,06355644	-0,931648839	-2,19787527	-1,783210061	-1,13076247	2,029282151	7,439138071	3,263313987	-0,542679622	-0,753335177	-0,717474081	-2,273591779	-3,047302206	1,157649532	-5,209890909	-0,05485898	-2,042476601	-0,871369038	0,217593975	2,127658557	0,0879236	2,017638745	0,0514702	3,228362657
4068718	0,585188192	2,921543025	-0,227433963	-2,570438565	-1,659912867	-4,045654624	2,149512255	7,153823966	2,630203898	2,818927082	0,189032542	-2,268277143	-1,656577238	-0,84577113	0,299499684	-0,987984796	-1,132209458	-0,667095283	-2,496942143	-0,743469111	1,970970701	-0,100140657	-0,185236068	-0,546370109	-7,216426161	0,969163125	3,081081326	0,429428501	-1,915217318	-2,820490072	-3,116134659	2,371541604	7,395629077	2,851811358	3,255902587	-0,773023814	-1,711803999	-2,374433319	-1,096628639	0,947550058	-1,132140937	-0,547728991	-1,131328415	-1,909673829	-0,242109789	1,125243906	-0,591066947	0,338143604	-0,621508033	-1,813043261
4068765	0,441155014	1,45226086	3,262173677	0,495256969	-2,536814053	-3,146308977	-1,24240371	-3,246823834	-4,001325476	-2,274986472	0,750963376	0,792386343	0,759088818	-0,010118156	0,515599809	-0,717842378	1,412156652	2,425660992	-1,419245102	2,307691154	-0,746662258	3,011493876	0,990911338	1,166886553	-11,75224076	0,957308291	1,308686853	3,322509721	0,63911159	-3,269556693	-4,117014821	-0,89577294	-2,404205914	-2,889190272	-2,397383882	0,65451839	1,460595006	0,883910926	0,272242222	1,898329306	0,598664482	0,613352639	2,69428035	-1,279241854	2,048114178	-0,198550437	3,310301496	1,266274628	1,481900754	-5,00187573
4068782	0,691884938	1,252106896	-1,851854225	-3,6946099	-3,125922128	-5,616738817	1,451584768	2,492000706	4,073473919	7,193575465	0,643808332	-0,598900398	-2,683988126	3,253873956	1,266085109	1,794263312	-1,390718284	-2,00041862	-2,466721157	-0,249899923	2,333443254	-0,316730062	-0,501833233	-1,255880845	-5,35112564	0,970938533	1,167355792	-1,819716303	-3,570539185	-3,782406508	-5,410842302	1,570964175	2,82797409	4,554039053	7,594059565	0,030158818	0,078101672	-1,609420346	3,413006277	1,602602588	3,279379141	-0,714683975	-1,487142781	-2,199071832	-0,985841608	0,326799076	-0,272980964	-0,431781736	-0,521737439	-3,638275271
