"","resp.id","rating","speed","height","const","theme"
"635",40,10,"70","300","Wood","Eagle"
"636",40,3,"50","300","Steel","Dragon"
"637",40,9,"60","300","Steel","Dragon"
"638",40,1,"40","200","Steel","Dragon"
"639",40,2,"40","200","Wood","Eagle"
"640",40,7,"70","200","Wood","Eagle"
"641",41,6,"40","300","Steel","Dragon"
"642",41,3,"50","200","Wood","Dragon"
"643",41,2,"50","300","Wood","Dragon"
"644",41,6,"60","300","Wood","Eagle"
"645",41,5,"60","400","Wood","Eagle"
"646",41,7,"50","400","Steel","Eagle"
"647",41,7,"50","400","Steel","Dragon"
"648",41,5,"40","200","Steel","Dragon"
"649",41,1,"50","200","Wood","Eagle"
"650",41,2,"60","200","Wood","Eagle"
"651",41,6,"70","300","Wood","Eagle"
"652",41,8,"50","300","Steel","Dragon"
"653",41,10,"60","300","Steel","Dragon"
"654",41,5,"40","200","Steel","Dragon"
"655",41,1,"40","200","Wood","Eagle"
"656",41,3,"70","200","Wood","Eagle"
"657",42,7,"40","300","Steel","Dragon"
"658",42,4,"50","200","Wood","Dragon"
"659",42,7,"50","300","Wood","Dragon"
"660",42,5,"60","300","Wood","Eagle"
"661",42,5,"60","400","Wood","Eagle"
"662",42,1,"50","400","Steel","Eagle"
"663",42,4,"50","400","Steel","Dragon"
"664",42,2,"40","200","Steel","Dragon"
"665",42,3,"50","200","Wood","Eagle"
"666",42,5,"60","200","Wood","Eagle"
"667",42,10,"70","300","Wood","Eagle"
"668",42,7,"50","300","Steel","Dragon"
"669",42,8,"60","300","Steel","Dragon"
"670",42,1,"40","200","Steel","Dragon"
"671",42,2,"40","200","Wood","Eagle"
"672",42,9,"70","200","Wood","Eagle"
"673",43,6,"40","300","Steel","Dragon"
"674",43,4,"50","200","Wood","Dragon"
"675",43,6,"50","300","Wood","Dragon"
"676",43,7,"60","300","Wood","Eagle"
"677",43,3,"60","400","Wood","Eagle"
"678",43,5,"50","400","Steel","Eagle"
"679",43,7,"50","400","Steel","Dragon"
"680",43,4,"40","200","Steel","Dragon"
"681",43,2,"50","200","Wood","Eagle"
"682",43,6,"60","200","Wood","Eagle"
"683",43,10,"70","300","Wood","Eagle"
"684",43,9,"50","300","Steel","Dragon"
"685",43,10,"60","300","Steel","Dragon"
"686",43,1,"40","200","Steel","Dragon"
"687",43,2,"40","200","Wood","Eagle"
"688",43,9,"70","200","Wood","Eagle"
"689",44,5,"40","300","Steel","Dragon"
"690",44,3,"50","200","Wood","Dragon"
"691",44,5,"50","300","Wood","Dragon"
"692",44,10,"60","300","Wood","Eagle"
"693",44,9,"60","400","Wood","Eagle"
"694",44,8,"50","400","Steel","Eagle"
"695",44,10,"50","400","Steel","Dragon"
"696",44,2,"40","200","Steel","Dragon"
"697",44,5,"50","200","Wood","Eagle"
"698",44,1,"60","200","Wood","Eagle"
"699",44,10,"70","300","Wood","Eagle"
"700",44,8,"50","300","Steel","Dragon"
"701",44,10,"60","300","Steel","Dragon"
"702",44,3,"40","200","Steel","Dragon"
"703",44,3,"40","200","Wood","Eagle"
"704",44,7,"70","200","Wood","Eagle"
"705",45,5,"40","300","Steel","Dragon"
"706",45,5,"50","200","Wood","Dragon"
"707",45,7,"50","300","Wood","Dragon"
"708",45,7,"60","300","Wood","Eagle"
"709",45,3,"60","400","Wood","Eagle"
"710",45,6,"50","400","Steel","Eagle"
"711",45,7,"50","400","Steel","Dragon"
"712",45,3,"40","200","Steel","Dragon"
"713",45,4,"50","200","Wood","Eagle"
"714",45,1,"60","200","Wood","Eagle"
"715",45,5,"70","300","Wood","Eagle"
"716",45,10,"50","300","Steel","Dragon"
"717",45,6,"60","300","Steel","Dragon"
"718",45,2,"40","200","Steel","Dragon"
"719",45,1,"40","200","Wood","Eagle"
"720",45,6,"70","200","Wood","Eagle"
"721",46,5,"40","300","Steel","Dragon"
"722",46,2,"50","200","Wood","Dragon"
"723",46,7,"50","300","Wood","Dragon"
"724",46,4,"60","300","Wood","Eagle"
"725",46,6,"60","400","Wood","Eagle"
"726",46,4,"50","400","Steel","Eagle"
"727",46,5,"50","400","Steel","Dragon"
"728",46,3,"40","200","Steel","Dragon"
"729",46,1,"50","200","Wood","Eagle"
"730",46,4,"60","200","Wood","Eagle"
"731",46,10,"70","300","Wood","Eagle"
"732",46,5,"50","300","Steel","Dragon"
"733",46,6,"60","300","Steel","Dragon"
"734",46,3,"40","200","Steel","Dragon"
"735",46,1,"40","200","Wood","Eagle"
"736",46,5,"70","200","Wood","Eagle"
"737",47,10,"40","300","Steel","Dragon"
"738",47,6,"50","200","Wood","Dragon"
"739",47,6,"50","300","Wood","Dragon"
"740",47,9,"60","300","Wood","Eagle"
"741",47,7,"60","400","Wood","Eagle"
"742",47,6,"50","400","Steel","Eagle"
"743",47,6,"50","400","Steel","Dragon"
"744",47,5,"40","200","Steel","Dragon"
"745",47,1,"50","200","Wood","Eagle"
"746",47,4,"60","200","Wood","Eagle"
"747",47,7,"70","300","Wood","Eagle"
"748",47,9,"50","300","Steel","Dragon"
"749",47,10,"60","300","Steel","Dragon"
"750",47,6,"40","200","Steel","Dragon"
"751",47,1,"40","200","Wood","Eagle"
"752",47,6,"70","200","Wood","Eagle"
"753",48,8,"40","300","Steel","Dragon"
"754",48,1,"50","200","Wood","Dragon"
"755",48,7,"50","300","Wood","Dragon"
"756",48,10,"60","300","Wood","Eagle"
"757",48,6,"60","400","Wood","Eagle"
"758",48,6,"50","400","Steel","Eagle"
"759",48,6,"50","400","Steel","Dragon"
"760",48,5,"40","200","Steel","Dragon"
"761",48,5,"50","200","Wood","Eagle"
"762",48,3,"60","200","Wood","Eagle"
"763",48,10,"70","300","Wood","Eagle"
"764",48,6,"50","300","Steel","Dragon"
"765",48,9,"60","300","Steel","Dragon"
"766",48,7,"40","200","Steel","Dragon"
"767",48,4,"40","200","Wood","Eagle"
"768",48,6,"70","200","Wood","Eagle"
"769",49,6,"40","300","Steel","Dragon"
"770",49,6,"50","200","Wood","Dragon"
"771",49,6,"50","300","Wood","Dragon"
"772",49,6,"60","300","Wood","Eagle"
"773",49,5,"60","400","Wood","Eagle"
"774",49,1,"50","400","Steel","Eagle"
"775",49,1,"50","400","Steel","Dragon"
"776",49,2,"40","200","Steel","Dragon"
"777",49,3,"50","200","Wood","Eagle"
"778",49,3,"60","200","Wood","Eagle"
"779",49,10,"70","300","Wood","Eagle"
"780",49,4,"50","300","Steel","Dragon"
"781",49,3,"60","300","Steel","Dragon"
"782",49,2,"40","200","Steel","Dragon"
"783",49,3,"40","200","Wood","Eagle"
"784",49,6,"70","200","Wood","Eagle"
"785",50,1,"40","300","Steel","Dragon"
"786",50,1,"50","200","Wood","Dragon"
"787",50,4,"50","300","Wood","Dragon"
"788",50,6,"60","300","Wood","Eagle"
"789",50,5,"60","400","Wood","Eagle"
"790",50,6,"50","400","Steel","Eagle"
"791",50,1,"50","400","Steel","Dragon"
"792",50,1,"40","200","Steel","Dragon"
"793",50,3,"50","200","Wood","Eagle"
"794",50,3,"60","200","Wood","Eagle"
"795",50,10,"70","300","Wood","Eagle"
"796",50,2,"50","300","Steel","Dragon"
"797",50,3,"60","300","Steel","Dragon"
"798",50,1,"40","200","Steel","Dragon"
"799",50,3,"40","200","Wood","Eagle"
"800",50,7,"70","200","Wood","Eagle"
"801",51,8,"40","300","Steel","Dragon"
"802",51,1,"50","200","Wood","Dragon"
"803",51,7,"50","300","Wood","Dragon"
"804",51,9,"60","300","Wood","Eagle"
"805",51,10,"60","400","Wood","Eagle"
"806",51,8,"50","400","Steel","Eagle"
"807",51,6,"50","400","Steel","Dragon"
"808",51,2,"40","200","Steel","Dragon"
"809",51,3,"50","200","Wood","Eagle"
"810",51,3,"60","200","Wood","Eagle"
"811",51,8,"70","300","Wood","Eagle"
"812",51,10,"50","300","Steel","Dragon"
"813",51,9,"60","300","Steel","Dragon"
"814",51,2,"40","200","Steel","Dragon"
"815",51,1,"40","200","Wood","Eagle"
"816",51,3,"70","200","Wood","Eagle"
"817",52,6,"40","300","Steel","Dragon"
"818",52,1,"50","200","Wood","Dragon"
"819",52,6,"50","300","Wood","Dragon"
"820",52,8,"60","300","Wood","Eagle"
"821",52,8,"60","400","Wood","Eagle"
"822",52,1,"50","400","Steel","Eagle"
"823",52,2,"50","400","Steel","Dragon"
"824",52,1,"40","200","Steel","Dragon"
"825",52,4,"50","200","Wood","Eagle"
"826",52,3,"60","200","Wood","Eagle"
"827",52,10,"70","300","Wood","Eagle"
"828",52,3,"50","300","Steel","Dragon"
"829",52,6,"60","300","Steel","Dragon"
"830",52,3,"40","200","Steel","Dragon"
"831",52,5,"40","200","Wood","Eagle"
"832",52,10,"70","200","Wood","Eagle"
"833",53,7,"40","300","Steel","Dragon"
"834",53,2,"50","200","Wood","Dragon"
"835",53,6,"50","300","Wood","Dragon"
"836",53,9,"60","300","Wood","Eagle"
"837",53,5,"60","400","Wood","Eagle"
"838",53,6,"50","400","Steel","Eagle"
"839",53,9,"50","400","Steel","Dragon"
"840",53,3,"40","200","Steel","Dragon"
"841",53,4,"50","200","Wood","Eagle"
"842",53,6,"60","200","Wood","Eagle"
"843",53,10,"70","300","Wood","Eagle"
"844",53,9,"50","300","Steel","Dragon"
"845",53,8,"60","300","Steel","Dragon"
"846",53,5,"40","200","Steel","Dragon"
"847",53,1,"40","200","Wood","Eagle"
"848",53,5,"70","200","Wood","Eagle"
"849",54,7,"40","300","Steel","Dragon"
"850",54,2,"50","200","Wood","Dragon"
"851",54,10,"50","300","Wood","Dragon"
"852",54,8,"60","300","Wood","Eagle"
"853",54,9,"60","400","Wood","Eagle"
"854",54,5,"50","400","Steel","Eagle"
"855",54,3,"50","400","Steel","Dragon"
"856",54,1,"40","200","Steel","Dragon"
"857",54,6,"50","200","Wood","Eagle"
"858",54,5,"60","200","Wood","Eagle"
"859",54,10,"70","300","Wood","Eagle"
"860",54,8,"50","300","Steel","Dragon"
"861",54,7,"60","300","Steel","Dragon"
"862",54,1,"40","200","Steel","Dragon"
"863",54,1,"40","200","Wood","Eagle"
"864",54,9,"70","200","Wood","Eagle"
"865",55,9,"40","300","Steel","Dragon"
"866",55,7,"50","200","Wood","Dragon"
"867",55,7,"50","300","Wood","Dragon"
"868",55,9,"60","300","Wood","Eagle"
"869",55,10,"60","400","Wood","Eagle"
"870",55,10,"50","400","Steel","Eagle"
"871",55,6,"50","400","Steel","Dragon"
"872",55,1,"40","200","Steel","Dragon"
"873",55,8,"50","200","Wood","Eagle"
"874",55,6,"60","200","Wood","Eagle"
"875",55,10,"70","300","Wood","Eagle"
"876",55,10,"50","300","Steel","Dragon"
"877",55,8,"60","300","Steel","Dragon"
"878",55,3,"40","200","Steel","Dragon"
"879",55,5,"40","200","Wood","Eagle"
"880",55,6,"70","200","Wood","Eagle"
"881",56,4,"40","300","Steel","Dragon"
"882",56,7,"50","200","Wood","Dragon"
"883",56,8,"50","300","Wood","Dragon"
"884",56,6,"60","300","Wood","Eagle"
"885",56,7,"60","400","Wood","Eagle"
"886",56,4,"50","400","Steel","Eagle"
"887",56,6,"50","400","Steel","Dragon"
"888",56,2,"40","200","Steel","Dragon"
"889",56,2,"50","200","Wood","Eagle"
"890",56,3,"60","200","Wood","Eagle"
"891",56,10,"70","300","Wood","Eagle"
"892",56,5,"50","300","Steel","Dragon"
"893",56,6,"60","300","Steel","Dragon"
"894",56,2,"40","200","Steel","Dragon"
"895",56,1,"40","200","Wood","Eagle"
"896",56,7,"70","200","Wood","Eagle"
"897",57,6,"40","300","Steel","Dragon"
"898",57,5,"50","200","Wood","Dragon"
"899",57,6,"50","300","Wood","Dragon"
"900",57,10,"60","300","Wood","Eagle"
"901",57,4,"60","400","Wood","Eagle"
"902",57,7,"50","400","Steel","Eagle"
"903",57,9,"50","400","Steel","Dragon"
"904",57,7,"40","200","Steel","Dragon"
"905",57,4,"50","200","Wood","Eagle"
"906",57,1,"60","200","Wood","Eagle"
"907",57,10,"70","300","Wood","Eagle"
"908",57,10,"50","300","Steel","Dragon"
"909",57,7,"60","300","Steel","Dragon"
"910",57,5,"40","200","Steel","Dragon"
"911",57,3,"40","200","Wood","Eagle"
"912",57,6,"70","200","Wood","Eagle"
"913",58,6,"40","300","Steel","Dragon"
"914",58,3,"50","200","Wood","Dragon"
"915",58,8,"50","300","Wood","Dragon"
"916",58,1,"60","300","Wood","Eagle"
"917",58,3,"60","400","Wood","Eagle"
"918",58,4,"50","400","Steel","Eagle"
"919",58,8,"50","400","Steel","Dragon"
"920",58,1,"40","200","Steel","Dragon"
"921",58,1,"50","200","Wood","Eagle"
"922",58,1,"60","200","Wood","Eagle"
"923",58,10,"70","300","Wood","Eagle"
"924",58,6,"50","300","Steel","Dragon"
"925",58,6,"60","300","Steel","Dragon"
"926",58,1,"40","200","Steel","Dragon"
"927",58,5,"40","200","Wood","Eagle"
"928",58,7,"70","200","Wood","Eagle"
"929",59,7,"40","300","Steel","Dragon"
"930",59,1,"50","200","Wood","Dragon"
"931",59,7,"50","300","Wood","Dragon"
"932",59,7,"60","300","Wood","Eagle"
"933",59,5,"60","400","Wood","Eagle"
"934",59,6,"50","400","Steel","Eagle"
"935",59,5,"50","400","Steel","Dragon"
"936",59,2,"40","200","Steel","Dragon"
"937",59,7,"50","200","Wood","Eagle"
"938",59,6,"60","200","Wood","Eagle"
"939",59,10,"70","300","Wood","Eagle"
"940",59,4,"50","300","Steel","Dragon"
"941",59,6,"60","300","Steel","Dragon"
"942",59,2,"40","200","Steel","Dragon"
"943",59,2,"40","200","Wood","Eagle"
"944",59,6,"70","200","Wood","Eagle"
"945",60,4,"40","300","Steel","Dragon"
"946",60,3,"50","200","Wood","Dragon"
"947",60,7,"50","300","Wood","Dragon"
"948",60,7,"60","300","Wood","Eagle"
"949",60,7,"60","400","Wood","Eagle"
"950",60,5,"50","400","Steel","Eagle"
"951",60,4,"50","400","Steel","Dragon"
"952",60,2,"40","200","Steel","Dragon"
"953",60,2,"50","200","Wood","Eagle"
"954",60,4,"60","200","Wood","Eagle"
"955",60,10,"70","300","Wood","Eagle"
"956",60,8,"50","300","Steel","Dragon"
"957",60,10,"60","300","Steel","Dragon"
"958",60,1,"40","200","Steel","Dragon"
"959",60,1,"40","200","Wood","Eagle"
"960",60,6,"70","200","Wood","Eagle"
"961",61,6,"40","300","Steel","Dragon"
"962",61,8,"50","200","Wood","Dragon"
"963",61,10,"50","300","Wood","Dragon"
"964",61,6,"60","300","Wood","Eagle"
"965",61,6,"60","400","Wood","Eagle"
"966",61,4,"50","400","Steel","Eagle"
"967",61,6,"50","400","Steel","Dragon"
"968",61,4,"40","200","Steel","Dragon"
"969",61,3,"50","200","Wood","Eagle"
"970",61,4,"60","200","Wood","Eagle"
"971",61,10,"70","300","Wood","Eagle"
"972",61,7,"50","300","Steel","Dragon"
"973",61,9,"60","300","Steel","Dragon"
"974",61,1,"40","200","Steel","Dragon"
"975",61,5,"40","200","Wood","Eagle"
"976",61,7,"70","200","Wood","Eagle"
"977",62,9,"40","300","Steel","Dragon"
"978",62,2,"50","200","Wood","Dragon"
"979",62,6,"50","300","Wood","Dragon"
"980",62,3,"60","300","Wood","Eagle"
"981",62,3,"60","400","Wood","Eagle"
"982",62,5,"50","400","Steel","Eagle"
"983",62,5,"50","400","Steel","Dragon"
"984",62,5,"40","200","Steel","Dragon"
"985",62,1,"50","200","Wood","Eagle"
"986",62,3,"60","200","Wood","Eagle"
"987",62,9,"70","300","Wood","Eagle"
"988",62,8,"50","300","Steel","Dragon"
"989",62,10,"60","300","Steel","Dragon"
"990",62,4,"40","200","Steel","Dragon"
"991",62,2,"40","200","Wood","Eagle"
"992",62,5,"70","200","Wood","Eagle"
"993",63,8,"40","300","Steel","Dragon"
"994",63,5,"50","200","Wood","Dragon"
"995",63,8,"50","300","Wood","Dragon"
"996",63,7,"60","300","Wood","Eagle"
"997",63,4,"60","400","Wood","Eagle"
"998",63,6,"50","400","Steel","Eagle"
"999",63,6,"50","400","Steel","Dragon"
"1000",63,5,"40","200","Steel","Dragon"
"1001",63,1,"50","200","Wood","Eagle"
"1002",63,4,"60","200","Wood","Eagle"
"1003",63,8,"70","300","Wood","Eagle"
"1004",63,7,"50","300","Steel","Dragon"
"1005",63,10,"60","300","Steel","Dragon"
"1006",63,4,"40","200","Steel","Dragon"
"1007",63,1,"40","200","Wood","Eagle"
"1008",63,7,"70","200","Wood","Eagle"
"1009",64,8,"40","300","Steel","Dragon"
"1010",64,3,"50","200","Wood","Dragon"
"1011",64,5,"50","300","Wood","Dragon"
"1012",64,1,"60","300","Wood","Eagle"
"1013",64,8,"60","400","Wood","Eagle"
"1014",64,6,"50","400","Steel","Eagle"
"1015",64,9,"50","400","Steel","Dragon"
"1016",64,6,"40","200","Steel","Dragon"
"1017",64,6,"50","200","Wood","Eagle"
"1018",64,5,"60","200","Wood","Eagle"
"1019",64,10,"70","300","Wood","Eagle"
"1020",64,9,"50","300","Steel","Dragon"
"1021",64,10,"60","300","Steel","Dragon"
"1022",64,5,"40","200","Steel","Dragon"
"1023",64,1,"40","200","Wood","Eagle"
"1024",64,10,"70","200","Wood","Eagle"
"1025",65,4,"40","300","Steel","Dragon"
"1026",65,2,"50","200","Wood","Dragon"
"1027",65,9,"50","300","Wood","Dragon"
"1028",65,10,"60","300","Wood","Eagle"
"1029",65,7,"60","400","Wood","Eagle"
"1030",65,3,"50","400","Steel","Eagle"
"1031",65,7,"50","400","Steel","Dragon"
"1032",65,2,"40","200","Steel","Dragon"
"1033",65,1,"50","200","Wood","Eagle"
"1034",65,1,"60","200","Wood","Eagle"
"1035",65,10,"70","300","Wood","Eagle"
"1036",65,1,"50","300","Steel","Dragon"
"1037",65,10,"60","300","Steel","Dragon"
"1038",65,1,"40","200","Steel","Dragon"
"1039",65,3,"40","200","Wood","Eagle"
"1040",65,9,"70","200","Wood","Eagle"
"1041",66,5,"40","300","Steel","Dragon"
"1042",66,3,"50","200","Wood","Dragon"
"1043",66,6,"50","300","Wood","Dragon"
"1044",66,6,"60","300","Wood","Eagle"
"1045",66,5,"60","400","Wood","Eagle"
"1046",66,6,"50","400","Steel","Eagle"
"1047",66,7,"50","400","Steel","Dragon"
"1048",66,4,"40","200","Steel","Dragon"
"1049",66,3,"50","200","Wood","Eagle"
"1050",66,2,"60","200","Wood","Eagle"
"1051",66,10,"70","300","Wood","Eagle"
"1052",66,6,"50","300","Steel","Dragon"
"1053",66,8,"60","300","Steel","Dragon"
"1054",66,3,"40","200","Steel","Dragon"
"1055",66,1,"40","200","Wood","Eagle"
"1056",66,9,"70","200","Wood","Eagle"
"1057",67,4,"40","300","Steel","Dragon"
"1058",67,4,"50","200","Wood","Dragon"
"1059",67,9,"50","300","Wood","Dragon"
"1060",67,6,"60","300","Wood","Eagle"
"1061",67,4,"60","400","Wood","Eagle"
"1062",67,4,"50","400","Steel","Eagle"
"1063",67,4,"50","400","Steel","Dragon"
"1064",67,4,"40","200","Steel","Dragon"
"1065",67,1,"50","200","Wood","Eagle"
"1066",67,3,"60","200","Wood","Eagle"
"1067",67,10,"70","300","Wood","Eagle"
"1068",67,7,"50","300","Steel","Dragon"
"1069",67,8,"60","300","Steel","Dragon"
"1070",67,3,"40","200","Steel","Dragon"
"1071",67,2,"40","200","Wood","Eagle"
"1072",67,5,"70","200","Wood","Eagle"
"1073",68,6,"40","300","Steel","Dragon"
"1074",68,1,"50","200","Wood","Dragon"
"1075",68,2,"50","300","Wood","Dragon"
"1076",68,5,"60","300","Wood","Eagle"
"1077",68,5,"60","400","Wood","Eagle"
"1078",68,6,"50","400","Steel","Eagle"
"1079",68,5,"50","400","Steel","Dragon"
"1080",68,4,"40","200","Steel","Dragon"
"1081",68,4,"50","200","Wood","Eagle"
"1082",68,4,"60","200","Wood","Eagle"
"1083",68,9,"70","300","Wood","Eagle"
"1084",68,6,"50","300","Steel","Dragon"
"1085",68,10,"60","300","Steel","Dragon"
"1086",68,1,"40","200","Steel","Dragon"
"1087",68,1,"40","200","Wood","Eagle"
"1088",68,5,"70","200","Wood","Eagle"
"1089",69,6,"40","300","Steel","Dragon"
"1090",69,3,"50","200","Wood","Dragon"
"1091",69,4,"50","300","Wood","Dragon"
"1092",69,10,"60","300","Wood","Eagle"
"1093",69,7,"60","400","Wood","Eagle"
"1094",69,4,"50","400","Steel","Eagle"
"1095",69,3,"50","400","Steel","Dragon"
"1096",69,1,"40","200","Steel","Dragon"
"1097",69,2,"50","200","Wood","Eagle"
"1098",69,7,"60","200","Wood","Eagle"
"1099",69,9,"70","300","Wood","Eagle"
"1100",69,5,"50","300","Steel","Dragon"
"1101",69,4,"60","300","Steel","Dragon"
"1102",69,1,"40","200","Steel","Dragon"
"1103",69,4,"40","200","Wood","Eagle"
"1104",69,10,"70","200","Wood","Eagle"
"1105",70,6,"40","300","Steel","Dragon"
"1106",70,5,"50","200","Wood","Dragon"
"1107",70,8,"50","300","Wood","Dragon"
"1108",70,8,"60","300","Wood","Eagle"
"1109",70,7,"60","400","Wood","Eagle"
"1110",70,5,"50","400","Steel","Eagle"
"1111",70,6,"50","400","Steel","Dragon"
"1112",70,5,"40","200","Steel","Dragon"
"1113",70,4,"50","200","Wood","Eagle"
"1114",70,1,"60","200","Wood","Eagle"
"1115",70,8,"70","300","Wood","Eagle"
"1116",70,7,"50","300","Steel","Dragon"
"1117",70,10,"60","300","Steel","Dragon"
"1118",70,4,"40","200","Steel","Dragon"
"1119",70,1,"40","200","Wood","Eagle"
"1120",70,4,"70","200","Wood","Eagle"
"1121",71,8,"40","300","Steel","Dragon"
"1122",71,4,"50","200","Wood","Dragon"
"1123",71,5,"50","300","Wood","Dragon"
"1124",71,5,"60","300","Wood","Eagle"
"1125",71,2,"60","400","Wood","Eagle"
"1126",71,7,"50","400","Steel","Eagle"
"1127",71,7,"50","400","Steel","Dragon"
"1128",71,3,"40","200","Steel","Dragon"
"1129",71,1,"50","200","Wood","Eagle"
"1130",71,4,"60","200","Wood","Eagle"
"1131",71,9,"70","300","Wood","Eagle"
"1132",71,8,"50","300","Steel","Dragon"
"1133",71,10,"60","300","Steel","Dragon"
"1134",71,8,"40","200","Steel","Dragon"
"1135",71,1,"40","200","Wood","Eagle"
"1136",71,6,"70","200","Wood","Eagle"
"1137",72,4,"40","300","Steel","Dragon"
"1138",72,3,"50","200","Wood","Dragon"
"1139",72,7,"50","300","Wood","Dragon"
"1140",72,4,"60","300","Wood","Eagle"
"1141",72,4,"60","400","Wood","Eagle"
"1142",72,2,"50","400","Steel","Eagle"
"1143",72,7,"50","400","Steel","Dragon"
"1144",72,5,"40","200","Steel","Dragon"
"1145",72,2,"50","200","Wood","Eagle"
"1146",72,5,"60","200","Wood","Eagle"
"1147",72,6,"70","300","Wood","Eagle"
"1148",72,9,"50","300","Steel","Dragon"
"1149",72,10,"60","300","Steel","Dragon"
"1150",72,7,"40","200","Steel","Dragon"
"1151",72,1,"40","200","Wood","Eagle"
"1152",72,6,"70","200","Wood","Eagle"
"1153",73,3,"40","300","Steel","Dragon"
"1154",73,5,"50","200","Wood","Dragon"
"1155",73,8,"50","300","Wood","Dragon"
"1156",73,5,"60","300","Wood","Eagle"
"1157",73,2,"60","400","Wood","Eagle"
"1158",73,3,"50","400","Steel","Eagle"
"1159",73,4,"50","400","Steel","Dragon"
"1160",73,1,"40","200","Steel","Dragon"
"1161",73,2,"50","200","Wood","Eagle"
"1162",73,4,"60","200","Wood","Eagle"
"1163",73,10,"70","300","Wood","Eagle"
"1164",73,4,"50","300","Steel","Dragon"
"1165",73,3,"60","300","Steel","Dragon"
"1166",73,1,"40","200","Steel","Dragon"
"1167",73,2,"40","200","Wood","Eagle"
"1168",73,7,"70","200","Wood","Eagle"
"1169",74,6,"40","300","Steel","Dragon"
"1170",74,4,"50","200","Wood","Dragon"
"1171",74,5,"50","300","Wood","Dragon"
"1172",74,8,"60","300","Wood","Eagle"
"1173",74,5,"60","400","Wood","Eagle"
"1174",74,3,"50","400","Steel","Eagle"
"1175",74,6,"50","400","Steel","Dragon"
"1176",74,1,"40","200","Steel","Dragon"
"1177",74,2,"50","200","Wood","Eagle"
"1178",74,2,"60","200","Wood","Eagle"
"1179",74,10,"70","300","Wood","Eagle"
"1180",74,6,"50","300","Steel","Dragon"
"1181",74,9,"60","300","Steel","Dragon"
"1182",74,3,"40","200","Steel","Dragon"
"1183",74,3,"40","200","Wood","Eagle"
"1184",74,4,"70","200","Wood","Eagle"
"1185",75,7,"40","300","Steel","Dragon"
"1186",75,8,"50","200","Wood","Dragon"
"1187",75,9,"50","300","Wood","Dragon"
"1188",75,7,"60","300","Wood","Eagle"
"1189",75,6,"60","400","Wood","Eagle"
"1190",75,7,"50","400","Steel","Eagle"
"1191",75,3,"50","400","Steel","Dragon"
"1192",75,1,"40","200","Steel","Dragon"
"1193",75,7,"50","200","Wood","Eagle"
"1194",75,6,"60","200","Wood","Eagle"
"1195",75,10,"70","300","Wood","Eagle"
"1196",75,7,"50","300","Steel","Dragon"
"1197",75,9,"60","300","Steel","Dragon"
"1198",75,3,"40","200","Steel","Dragon"
"1199",75,3,"40","200","Wood","Eagle"
"1200",75,5,"70","200","Wood","Eagle"
"1201",76,8,"40","300","Steel","Dragon"
"1202",76,2,"50","200","Wood","Dragon"
"1203",76,4,"50","300","Wood","Dragon"
"1204",76,9,"60","300","Wood","Eagle"
"1205",76,6,"60","400","Wood","Eagle"
"1206",76,2,"50","400","Steel","Eagle"
"1207",76,1,"50","400","Steel","Dragon"
"1208",76,1,"40","200","Steel","Dragon"
"1209",76,1,"50","200","Wood","Eagle"
"1210",76,5,"60","200","Wood","Eagle"
"1211",76,10,"70","300","Wood","Eagle"
"1212",76,6,"50","300","Steel","Dragon"
"1213",76,9,"60","300","Steel","Dragon"
"1214",76,1,"40","200","Steel","Dragon"
"1215",76,3,"40","200","Wood","Eagle"
"1216",76,5,"70","200","Wood","Eagle"
"1217",77,5,"40","300","Steel","Dragon"
"1218",77,5,"50","200","Wood","Dragon"
"1219",77,9,"50","300","Wood","Dragon"
"1220",77,9,"60","300","Wood","Eagle"
"1221",77,2,"60","400","Wood","Eagle"
"1222",77,4,"50","400","Steel","Eagle"
"1223",77,4,"50","400","Steel","Dragon"
"1224",77,2,"40","200","Steel","Dragon"
"1225",77,3,"50","200","Wood","Eagle"
"1226",77,3,"60","200","Wood","Eagle"
"1227",77,10,"70","300","Wood","Eagle"
"1228",77,7,"50","300","Steel","Dragon"
"1229",77,7,"60","300","Steel","Dragon"
"1230",77,2,"40","200","Steel","Dragon"
"1231",77,1,"40","200","Wood","Eagle"
"1232",77,7,"70","200","Wood","Eagle"
"1233",78,7,"40","300","Steel","Dragon"
"1234",78,1,"50","200","Wood","Dragon"
"1235",78,6,"50","300","Wood","Dragon"
"1236",78,10,"60","300","Wood","Eagle"
"1237",78,8,"60","400","Wood","Eagle"
"1238",78,6,"50","400","Steel","Eagle"
"1239",78,7,"50","400","Steel","Dragon"
"1240",78,4,"40","200","Steel","Dragon"
"1241",78,1,"50","200","Wood","Eagle"
"1242",78,5,"60","200","Wood","Eagle"
"1243",78,9,"70","300","Wood","Eagle"
"1244",78,7,"50","300","Steel","Dragon"
"1245",78,8,"60","300","Steel","Dragon"
"1246",78,1,"40","200","Steel","Dragon"
"1247",78,1,"40","200","Wood","Eagle"
"1248",78,8,"70","200","Wood","Eagle"
"1249",79,6,"40","300","Steel","Dragon"
"1250",79,3,"50","200","Wood","Dragon"
"1251",79,6,"50","300","Wood","Dragon"
"1252",79,9,"60","300","Wood","Eagle"
"1253",79,6,"60","400","Wood","Eagle"
"1254",79,2,"50","400","Steel","Eagle"
"1255",79,4,"50","400","Steel","Dragon"
"1256",79,2,"40","200","Steel","Dragon"
"1257",79,2,"50","200","Wood","Eagle"
