InterviewID;task;item;att1;att_none;cho
4068137;13;2;16;0;0
4068137;13;3;12;0;0
4068137;13;4;22;0;-1
4068137;13;5;19;0;1
4068137;13;6;21;0;0
4068137;14;1;13;0;0
4068137;14;2;20;0;0
4068137;14;3;23;0;0
4068137;14;4;22;0;-1
4068137;14;5;16;0;0
4068137;14;6;11;0;1
4068137;15;1;9;0;0
4068137;15;2;12;0;-1
4068137;15;3;21;0;1
4068137;15;4;10;0;0
4068137;15;5;15;0;0
4068137;15;6;18;0;0
4068137;16;1;13;0;0
4068137;16;2;19;0;1
4068137;16;3;17;0;0
4068137;16;4;14;0;0
4068137;16;5;22;0;-1
4068137;16;6;12;0;0
4068137;17;1;16;0;-1
4068137;17;2;15;0;0
4068137;17;3;23;0;0
4068137;17;4;21;0;1
4068137;17;5;18;0;0
4068137;17;6;20;0;0
4068137;18;1;11;0;0
4068137;18;2;17;0;-1
4068137;18;3;10;0;0
4068137;18;4;14;0;0
4068137;18;5;9;0;0
4068137;18;6;19;0;1
4068154;1;1;9;0;0
4068154;1;2;18;0;0
4068154;1;3;4;0;1
4068154;1;4;1;0;0
4068154;1;5;7;0;0
4068154;1;6;10;0;0
4068154;1;7;0;1;0
4068154;2;1;3;0;0
4068154;2;2;5;0;0
4068154;2;3;7;0;0
4068154;2;4;2;0;1
4068154;2;5;15;0;0
4068154;2;6;6;0;0
4068154;2;7;0;1;0
4068154;3;1;9;0;0
4068154;3;2;1;0;0
4068154;3;3;8;0;0
4068154;3;4;6;0;0
4068154;3;5;20;0;0
4068154;3;6;4;0;1
4068154;3;7;0;1;0
4068154;4;1;2;0;1
4068154;4;2;1;0;0
4068154;4;3;12;0;0
4068154;4;4;7;0;0
4068154;4;5;9;0;0
4068154;4;6;13;0;0
4068154;4;7;0;1;0
4068154;5;1;8;0;0
4068154;5;2;4;0;1
4068154;5;3;16;0;0
4068154;5;4;5;0;0
4068154;5;5;3;0;0
4068154;5;6;13;0;0
4068154;5;7;0;1;0
4068154;6;1;4;0;0
4068154;6;2;5;0;0
4068154;6;3;2;0;0
4068154;6;4;3;0;0
4068154;6;5;1;0;0
4068154;6;6;6;0;1
4068154;6;7;0;1;0
4068154;7;1;2;0;0
4068154;7;2;8;0;0
4068154;7;3;9;0;0
4068154;7;4;7;0;0
4068154;7;5;3;0;0
4068154;7;6;6;0;1
4068154;7;7;0;1;0
4068154;8;1;4;0;1
4068154;8;2;10;0;0
4068154;8;3;9;0;0
4068154;8;4;8;0;0
4068154;8;5;7;0;0
4068154;8;6;13;0;0
4068154;8;7;0;1;0
4068154;9;1;17;0;0
4068154;9;2;5;0;0
4068154;9;3;4;0;0
4068154;9;4;19;0;0
4068154;9;5;1;0;0
4068154;9;6;2;0;1
4068154;9;7;0;1;0
4068154;10;1;7;0;0
4068154;10;2;3;0;0
4068154;10;3;9;0;0
4068154;10;4;6;0;1
4068154;10;5;1;0;0
4068154;10;6;5;0;0
4068154;10;7;0;1;0
4068154;11;1;18;0;0
4068154;11;2;13;0;0
4068154;11;3;10;0;0
4068154;11;4;21;0;-1
4068154;11;5;20;0;1
4068154;11;6;14;0;0
4068154;12;1;15;0;0
4068154;12;2;12;0;0
4068154;12;3;22;0;-1
4068154;12;4;23;0;0
4068154;12;5;9;0;0
4068154;12;6;11;0;1
4068154;13;1;16;0;-1
4068154;13;2;14;0;0
4068154;13;3;23;0;0
4068154;13;4;13;0;0
4068154;13;5;17;0;1
4068154;13;6;19;0;0
4068154;14;1;10;0;0
4068154;14;2;18;0;0
4068154;14;3;21;0;0
4068154;14;4;15;0;1
4068154;14;5;20;0;0
4068154;14;6;22;0;-1
4068154;15;1;13;0;0
4068154;15;2;11;0;0
4068154;15;3;18;0;0
4068154;15;4;22;0;-1
4068154;15;5;17;0;0
4068154;15;6;19;0;1
4068154;16;1;14;0;0
4068154;16;2;23;0;0
4068154;16;3;21;0;-1
4068154;16;4;15;0;1
4068154;16;5;20;0;0
4068154;16;6;10;0;0
4068154;17;1;12;0;1
4068154;17;2;19;0;0
4068154;17;3;16;0;-1
4068154;17;4;22;0;0
4068154;17;5;20;0;0
4068154;17;6;9;0;0
4068154;18;1;16;0;-1
4068154;18;2;17;0;0
4068154;18;3;21;0;0
4068154;18;4;14;0;0
4068154;18;5;12;0;1
4068154;18;6;23;0;0
4068170;1;1;7;0;0
4068170;1;2;4;0;0
4068170;1;3;9;0;0
4068170;1;4;3;0;0
4068170;1;5;1;0;1
4068170;1;6;6;0;0
4068170;1;7;0;1;0
4068170;2;1;5;0;0
4068170;2;2;2;0;0
4068170;2;3;23;0;1
4068170;2;4;7;0;0
4068170;2;5;12;0;0
4068170;2;6;8;0;0
4068170;2;7;0;1;0
4068170;3;1;6;0;0
4068170;3;2;1;0;0
4068170;3;3;9;0;0
4068170;3;4;8;0;0
4068170;3;5;13;0;1
4068170;3;6;4;0;0
4068170;3;7;0;1;0
4068170;4;1;14;0;1
4068170;4;2;9;0;0
4068170;4;3;5;0;0
4068170;4;4;3;0;0
4068170;4;5;6;0;0
4068170;4;6;4;0;0
4068170;4;7;0;1;0
4068170;5;1;1;0;0
4068170;5;2;3;0;0
4068170;5;3;8;0;0
4068170;5;4;7;0;0
4068170;5;5;10;0;1
4068170;5;6;2;0;0
4068170;5;7;0;1;0
4068170;6;1;3;0;0
4068170;6;2;6;0;0
4068170;6;3;1;0;0
4068170;6;4;4;0;0
4068170;6;5;10;0;1
4068170;6;6;7;0;0
4068170;6;7;0;1;0
4068170;7;1;8;0;0
4068170;7;2;23;0;0
4068170;7;3;9;0;0
4068170;7;4;16;0;1
4068170;7;5;5;0;0
4068170;7;6;2;0;0
4068170;7;7;0;1;0
4068170;8;1;1;0;0
4068170;8;2;3;0;1
4068170;8;3;7;0;0
4068170;8;4;4;0;0
4068170;8;5;6;0;0
4068170;8;6;2;0;0
4068170;8;7;0;1;0
4068170;9;1;9;0;0
4068170;9;2;5;0;0
4068170;9;3;18;0;0
4068170;9;4;8;0;0
4068170;9;5;4;0;0
4068170;9;6;10;0;1
4068170;9;7;0;1;0
4068170;10;1;22;0;1
4068170;10;2;5;0;0
4068170;10;3;1;0;0
4068170;10;4;6;0;0
4068170;10;5;3;0;0
4068170;10;6;9;0;0
4068170;10;7;0;1;0
4068170;11;1;19;0;-1
4068170;11;2;17;0;1
4068170;11;3;9;0;0
4068170;11;4;14;0;0
4068170;11;5;23;0;0
4068170;11;6;10;0;0
4068170;12;1;22;0;0
4068170;12;2;13;0;0
4068170;12;3;20;0;1
4068170;12;4;21;0;0
4068170;12;5;14;0;0
4068170;12;6;15;0;-1
4068170;13;1;10;0;0
4068170;13;2;11;0;1
4068170;13;3;21;0;-1
4068170;13;4;18;0;0
4068170;13;5;17;0;0
4068170;13;6;9;0;0
4068170;14;1;20;0;0
4068170;14;2;12;0;0
4068170;14;3;16;0;1
4068170;14;4;19;0;-1
4068170;14;5;13;0;0
4068170;14;6;23;0;0
4068170;15;1;10;0;0
4068170;15;2;15;0;-1
4068170;15;3;23;0;0
4068170;15;4;22;0;0
4068170;15;5;11;0;1
4068170;15;6;21;0;0
4068170;16;1;16;0;1
4068170;16;2;14;0;0
4068170;16;3;20;0;0
4068170;16;4;12;0;0
4068170;16;5;18;0;0
4068170;16;6;19;0;-1
4068170;17;1;13;0;1
4068170;17;2;21;0;0
4068170;17;3;14;0;0
4068170;17;4;19;0;-1
4068170;17;5;9;0;0
4068170;17;6;17;0;0
4068170;18;1;22;0;0
4068170;18;2;17;0;0
4068170;18;3;13;0;1
4068170;18;4;23;0;0
4068170;18;5;12;0;0
4068170;18;6;15;0;-1
4068193;1;1;7;0;0
4068193;1;2;4;0;1
4068193;1;3;9;0;0
4068193;1;4;3;0;0
4068193;1;5;1;0;0
4068193;1;6;6;0;0
4068193;1;7;0;1;0
4068193;2;1;5;0;1
4068193;2;2;2;0;0
4068193;2;3;13;0;0
4068193;2;4;7;0;0
4068193;2;5;11;0;0
4068193;2;6;8;0;0
4068193;2;7;0;1;0
4068193;3;1;6;0;0
4068193;3;2;1;0;0
4068193;3;3;9;0;0
4068193;3;4;8;0;0
4068193;3;5;10;0;0
4068193;3;6;4;0;1
4068193;3;7;0;1;0
4068193;4;1;13;0;0
4068193;4;2;9;0;0
4068193;4;3;5;0;0
4068193;4;4;3;0;0
4068193;4;5;6;0;0
4068193;4;6;4;0;1
4068193;4;7;0;1;0
4068193;5;1;1;0;1
4068193;5;2;3;0;0
4068193;5;3;8;0;0
4068193;5;4;7;0;0
4068193;5;5;13;0;0
4068193;5;6;2;0;0
4068193;5;7;0;1;0
4068193;6;1;3;0;0
4068193;6;2;6;0;0
4068193;6;3;1;0;1
4068193;6;4;4;0;0
4068193;6;5;10;0;0
4068193;6;6;7;0;0
4068193;6;7;0;1;0
4068193;7;1;8;0;0
4068193;7;2;20;0;0
4068193;7;3;9;0;0
4068193;7;4;18;0;0
4068193;7;5;5;0;1
4068193;7;6;2;0;0
4068193;7;7;0;1;0
4068193;8;1;1;0;0
4068193;8;2;3;0;0
4068193;8;3;7;0;0
4068193;8;4;4;0;1
4068193;8;5;6;0;0
4068193;8;6;2;0;0
4068193;8;7;0;1;0
4068193;9;1;9;0;0
4068193;9;2;5;0;0
4068193;9;3;16;0;0
4068193;9;4;8;0;0
4068193;9;5;4;0;1
4068193;9;6;15;0;0
4068193;9;7;0;1;0
4068193;10;1;14;0;0
4068193;10;2;5;0;0
4068193;10;3;1;0;1
4068193;10;4;6;0;0
4068193;10;5;3;0;0
4068193;10;6;9;0;0
4068193;10;7;0;1;0
4068193;11;1;19;0;-1
4068193;11;2;17;0;0
4068193;11;3;9;0;0
4068193;11;4;14;0;0
4068193;11;5;23;0;0
4068193;11;6;10;0;1
4068193;12;1;22;0;-1
4068193;12;2;13;0;0
4068193;12;3;20;0;0
4068193;12;4;21;0;0
4068193;12;5;14;0;0
4068193;12;6;15;0;1
4068193;13;1;10;0;0
4068193;13;2;11;0;1
4068193;13;3;21;0;0
4068193;13;4;18;0;-1
4068193;13;5;17;0;0
4068193;13;6;9;0;0
4068193;14;1;20;0;0
4068193;14;2;12;0;0
4068193;14;3;16;0;1
4068193;14;4;19;0;-1
4068193;14;5;13;0;0
4068193;14;6;23;0;0
4068193;15;1;10;0;0
4068193;15;2;15;0;0
4068193;15;3;23;0;0
4068193;15;4;22;0;-1
4068193;15;5;11;0;1
4068193;15;6;21;0;0
4068193;16;1;16;0;1
4068193;16;2;14;0;0
4068193;16;3;20;0;0
4068193;16;4;12;0;0
4068193;16;5;18;0;0
4068193;16;6;19;0;-1
4068193;17;1;13;0;1
4068193;17;2;21;0;0
4068193;17;3;14;0;0
4068193;17;4;19;0;-1
4068193;17;5;9;0;0
4068193;17;6;17;0;0
4068193;18;1;22;0;-1
4068193;18;2;17;0;0
4068193;18;3;13;0;1
4068193;18;4;23;0;0
4068193;18;5;12;0;0
4068193;18;6;15;0;0
4068200;1;1;7;0;0
4068200;1;2;4;0;0
4068200;1;3;9;0;0
4068200;1;4;3;0;0
4068200;1;5;1;0;0
4068200;1;6;6;0;1
4068200;1;7;0;1;0
4068200;2;1;5;0;0
4068200;2;2;2;0;0
4068200;2;3;16;0;0
4068200;2;4;7;0;0
4068200;2;5;18;0;0
4068200;2;6;8;0;1
4068200;2;7;0;1;0
4068200;3;1;6;0;0
4068200;3;2;1;0;0
4068200;3;3;9;0;0
4068200;3;4;8;0;0
4068200;3;5;13;0;0
4068200;3;6;4;0;1
4068200;3;7;0;1;0
4068200;4;1;23;0;0
4068200;4;2;9;0;0
4068200;4;3;5;0;0
4068200;4;4;3;0;0
4068200;4;5;6;0;0
4068200;4;6;4;0;1
4068200;4;7;0;1;0
4068200;5;1;1;0;0
4068200;5;2;3;0;0
4068200;5;3;8;0;1
4068200;5;4;7;0;0
4068200;5;5;10;0;0
4068200;5;6;2;0;0
4068200;5;7;0;1;0
4068200;6;1;3;0;0
4068200;6;2;6;0;0
4068200;6;3;1;0;0
4068200;6;4;4;0;1
4068200;6;5;21;0;0
4068200;6;6;7;0;0
4068200;6;7;0;1;0
4068200;7;1;8;0;1
4068200;7;2;14;0;0
4068200;7;3;9;0;0
4068200;7;4;17;0;0
4068200;7;5;5;0;0
4068200;7;6;2;0;0
4068200;7;7;0;1;0
4068200;8;1;1;0;0
4068200;8;2;3;0;0
4068200;8;3;7;0;0
4068200;8;4;4;0;1
4068200;8;5;6;0;0
4068200;8;6;2;0;0
4068200;8;7;0;1;0
4068200;9;1;9;0;0
4068200;9;2;5;0;0
4068200;9;3;21;0;0
4068200;9;4;8;0;0
4068200;9;5;4;0;1
4068200;9;6;11;0;0
4068200;9;7;0;1;0
4068200;10;1;12;0;0
4068200;10;2;5;0;0
4068200;10;3;1;0;0
4068200;10;4;6;0;1
4068200;10;5;3;0;0
4068200;10;6;9;0;0
4068200;10;7;0;1;0
4068200;11;1;19;0;0
4068200;11;2;17;0;1
4068200;11;3;9;0;0
4068200;11;4;14;0;0
4068200;11;5;23;0;-1
4068200;11;6;10;0;0
4068200;12;1;22;0;-1
4068200;12;2;13;0;0
4068200;12;3;20;0;0
4068200;12;4;21;0;0
4068200;12;5;14;0;1
4068200;12;6;15;0;0
4068200;13;1;10;0;0
4068200;13;2;11;0;0
4068200;13;3;21;0;0
4068200;13;4;18;0;-1
4068200;13;5;17;0;1
4068200;13;6;9;0;0
4068200;14;1;20;0;0
4068200;14;2;12;0;1
4068200;14;3;16;0;0
4068200;14;4;19;0;0
4068200;14;5;13;0;0
4068200;14;6;23;0;-1
4068200;15;1;10;0;0
4068200;15;2;15;0;1
4068200;15;3;23;0;0
4068200;15;4;22;0;-1
4068200;15;5;11;0;0
4068200;15;6;21;0;0
4068200;16;1;16;0;0
4068200;16;2;14;0;1
4068200;16;3;20;0;0
4068200;16;4;12;0;0
4068200;16;5;18;0;-1
4068200;16;6;19;0;0
4068200;17;1;13;0;0
4068200;17;2;21;0;0
4068200;17;3;14;0;0
4068200;17;4;19;0;-1
4068200;17;5;9;0;0
4068200;17;6;17;0;1
4068200;18;1;22;0;-1
4068200;18;2;17;0;1
4068200;18;3;13;0;0
4068200;18;4;23;0;0
4068200;18;5;12;0;0
4068200;18;6;15;0;0
4068201;1;1;9;0;0
4068201;1;2;12;0;1
4068201;1;3;4;0;0
4068201;1;4;1;0;0
4068201;1;5;7;0;0
4068201;1;6;22;0;0
4068201;1;7;0;1;0
4068201;2;1;3;0;0
4068201;2;2;5;0;1
4068201;2;3;7;0;0
4068201;2;4;2;0;0
4068201;2;5;15;0;0
4068201;2;6;6;0;0
4068201;2;7;0;1;0
4068201;3;1;9;0;0
4068201;3;2;1;0;0
4068201;3;3;8;0;0
4068201;3;4;6;0;0
4068201;3;5;19;0;1
4068201;3;6;4;0;0
4068201;3;7;0;1;0
4068201;4;1;2;0;0
4068201;4;2;1;0;0
4068201;4;3;18;0;1
4068201;4;4;7;0;0
4068201;4;5;9;0;0
4068201;4;6;23;0;0
4068201;4;7;0;1;0
4068201;5;1;8;0;0
4068201;5;2;4;0;0
4068201;5;3;18;0;0
4068201;5;4;5;0;0
4068201;5;5;3;0;0
4068201;5;6;17;0;1
4068201;5;7;0;1;0
4068201;6;1;4;0;0
4068201;6;2;5;0;0
4068201;6;3;2;0;0
4068201;6;4;3;0;1
4068201;6;5;1;0;0
4068201;6;6;6;0;0
4068201;6;7;0;1;0
4068201;7;1;2;0;0
4068201;7;2;8;0;0
4068201;7;3;9;0;0
4068201;7;4;7;0;0
4068201;7;5;3;0;1
4068201;7;6;6;0;0
4068201;7;7;0;1;0
4068201;8;1;4;0;0
4068201;8;2;19;0;0
4068201;8;3;9;0;0
4068201;8;4;8;0;0
4068201;8;5;7;0;0
4068201;8;6;20;0;1
4068201;8;7;0;1;0
4068201;9;1;13;0;1
4068201;9;2;5;0;0
4068201;9;3;4;0;0
4068201;9;4;12;0;0
4068201;9;5;1;0;0
4068201;9;6;2;0;0
4068201;9;7;0;1;0
4068201;10;1;7;0;0
4068201;10;2;3;0;1
4068201;10;3;9;0;0
4068201;10;4;6;0;0
4068201;10;5;1;0;0
4068201;10;6;5;0;0
4068201;10;7;0;1;0
4068201;11;1;18;0;0
4068201;11;2;13;0;0
4068201;11;3;10;0;-1
4068201;11;4;21;0;0
4068201;11;5;20;0;1
4068201;11;6;14;0;0
4068201;12;1;15;0;-1
4068201;12;2;12;0;0
4068201;12;3;22;0;0
4068201;12;4;23;0;1
4068201;12;5;9;0;0
4068201;12;6;11;0;0
4068201;13;1;16;0;0
4068201;13;2;14;0;0
4068201;13;3;23;0;-1
4068201;13;4;13;0;0
4068201;13;5;17;0;1
4068201;13;6;19;0;0
4068201;14;1;10;0;0
4068201;14;2;18;0;0
4068201;14;3;21;0;1
4068201;14;4;15;0;0
4068201;14;5;20;0;0
4068201;14;6;22;0;-1
4068201;15;1;13;0;0
4068201;15;2;11;0;0
4068201;15;3;18;0;-1
4068201;15;4;22;0;0
4068201;15;5;17;0;1
4068201;15;6;19;0;0
4068201;16;1;14;0;0
4068201;16;2;23;0;0
4068201;16;3;21;0;1
4068201;16;4;15;0;0
4068201;16;5;20;0;0
4068201;16;6;10;0;-1
4068201;17;1;12;0;0
4068201;17;2;19;0;1
4068201;17;3;16;0;0
4068201;17;4;22;0;-1
4068201;17;5;20;0;0
4068201;17;6;9;0;0
4068201;18;1;16;0;0
4068201;18;2;17;0;0
4068201;18;3;21;0;1
4068201;18;4;14;0;0
4068201;18;5;12;0;0
4068201;18;6;23;0;-1
4068202;1;1;9;0;0
4068202;1;2;16;0;0
4068202;1;3;4;0;0
4068202;1;4;1;0;0
4068202;1;5;7;0;1
4068202;1;6;19;0;0
4068202;1;7;0;1;0
4068202;2;1;3;0;0
4068202;2;2;5;0;0
4068202;2;3;7;0;0
4068202;2;4;2;0;0
4068202;2;5;20;0;0
4068202;2;6;6;0;1
4068202;2;7;0;1;0
4068202;3;1;9;0;0
4068202;3;2;1;0;0
4068202;3;3;8;0;0
4068202;3;4;6;0;1
4068202;3;5;19;0;0
4068202;3;6;4;0;0
4068202;3;7;0;1;0
4068202;4;1;2;0;0
4068202;4;2;1;0;0
4068202;4;3;16;0;0
4068202;4;4;7;0;1
4068202;4;5;9;0;0
4068202;4;6;22;0;0
4068202;4;7;0;1;0
4068202;5;1;8;0;0
4068202;5;2;4;0;0
4068202;5;3;23;0;0
4068202;5;4;5;0;0
4068202;5;5;3;0;1
4068202;5;6;10;0;0
4068202;5;7;0;1;0
4068202;6;1;4;0;0
4068202;6;2;5;0;0
4068202;6;3;2;0;0
4068202;6;4;3;0;0
4068202;6;5;1;0;0
4068202;6;6;6;0;1
4068202;6;7;0;1;0
4068202;7;1;2;0;0
4068202;7;2;8;0;0
4068202;7;3;9;0;0
4068202;7;4;7;0;0
4068202;7;5;3;0;0
4068202;7;6;6;0;1
4068202;7;7;0;1;0
4068202;8;1;4;0;0
4068202;8;2;11;0;0
4068202;8;3;9;0;0
4068202;8;4;8;0;0
4068202;8;5;7;0;1
4068202;8;6;13;0;0
4068202;8;7;0;1;0
4068202;9;1;13;0;0
4068202;9;2;5;0;0
4068202;9;3;4;0;0
4068202;9;4;11;0;0
4068202;9;5;1;0;1
4068202;9;6;2;0;0
4068202;9;7;0;1;0
4068202;10;1;7;0;0
4068202;10;2;3;0;0
4068202;10;3;9;0;0
4068202;10;4;6;0;1
4068202;10;5;1;0;0
4068202;10;6;5;0;0
4068202;10;7;0;1;0
4068202;11;1;18;0;0
4068202;11;2;13;0;0
4068202;11;3;10;0;0
4068202;11;4;21;0;0
4068202;11;5;20;0;-1
4068202;11;6;14;0;1
4068202;12;1;15;0;0
4068202;12;2;12;0;0
4068202;12;3;22;0;0
4068202;12;4;23;0;-1
4068202;12;5;9;0;0
4068202;12;6;11;0;1
4068202;13;1;16;0;0
4068202;13;2;14;0;0
4068202;13;3;23;0;0
4068202;13;4;13;0;0
4068202;13;5;17;0;-1
4068202;13;6;19;0;1
4068202;14;1;10;0;0
4068202;14;2;18;0;1
4068202;14;3;21;0;0
4068202;14;4;15;0;0
4068202;14;5;20;0;-1
4068202;14;6;22;0;0
4068202;15;1;13;0;0
4068202;15;2;11;0;1
4068202;15;3;18;0;0
4068202;15;4;22;0;0
4068202;15;5;17;0;0
4068202;15;6;19;0;-1
4068202;16;1;14;0;0
4068202;16;2;23;0;0
4068202;16;3;21;0;0
4068202;16;4;15;0;1
4068202;16;5;20;0;-1
4068202;16;6;10;0;0
4068202;17;1;12;0;0
4068202;17;2;19;0;0
4068202;17;3;16;0;1
4068202;17;4;22;0;0
4068202;17;5;20;0;0
4068202;17;6;9;0;-1
4068202;18;1;16;0;0
4068202;18;2;17;0;0
4068202;18;3;21;0;1
4068202;18;4;14;0;0
4068202;18;5;12;0;0
4068202;18;6;23;0;-1
4068206;1;1;9;0;0
4068206;1;2;22;0;0
4068206;1;3;4;0;0
4068206;1;4;1;0;1
4068206;1;5;7;0;0
4068206;1;6;20;0;0
4068206;1;7;0;1;0
4068206;2;1;3;0;0
4068206;2;2;5;0;0
4068206;2;3;7;0;0
4068206;2;4;2;0;0
4068206;2;5;16;0;0
4068206;2;6;6;0;1
4068206;2;7;0;1;0
4068206;3;1;9;0;0
4068206;3;2;1;0;1
4068206;3;3;8;0;0
4068206;3;4;6;0;0
4068206;3;5;10;0;0
4068206;3;6;4;0;0
4068206;3;7;0;1;0
4068206;4;1;2;0;0
4068206;4;2;1;0;1
4068206;4;3;10;0;0
4068206;4;4;7;0;0
4068206;4;5;9;0;0
4068206;4;6;11;0;0
4068206;4;7;0;1;0
4068206;5;1;8;0;0
4068206;5;2;4;0;1
4068206;5;3;13;0;0
4068206;5;4;5;0;0
4068206;5;5;3;0;0
4068206;5;6;13;0;0
4068206;5;7;0;1;0
4068206;6;1;4;0;0
4068206;6;2;5;0;0
4068206;6;3;2;0;0
4068206;6;4;3;0;0
4068206;6;5;1;0;0
4068206;6;6;6;0;1
4068206;6;7;0;1;0
4068206;7;1;2;0;0
4068206;7;2;8;0;0
4068206;7;3;9;0;0
4068206;7;4;7;0;0
4068206;7;5;3;0;0
4068206;7;6;6;0;1
4068206;7;7;0;1;0
4068206;8;1;4;0;1
4068206;8;2;18;0;0
4068206;8;3;9;0;0
4068206;8;4;8;0;0
4068206;8;5;7;0;0
4068206;8;6;15;0;0
4068206;8;7;0;1;0
4068206;9;1;12;0;0
4068206;9;2;5;0;0
4068206;9;3;4;0;0
4068206;9;4;18;0;0
4068206;9;5;1;0;1
4068206;9;6;2;0;0
4068206;9;7;0;1;0
4068206;10;1;7;0;0
4068206;10;2;3;0;0
4068206;10;3;9;0;0
4068206;10;4;6;0;0
4068206;10;5;1;0;1
4068206;10;6;5;0;0
4068206;10;7;0;1;0
4068206;11;1;18;0;0
4068206;11;2;13;0;1
4068206;11;3;10;0;0
4068206;11;4;21;0;-1
4068206;11;5;20;0;0
4068206;11;6;14;0;0
4068206;12;1;15;0;-1
4068206;12;2;12;0;0
4068206;12;3;22;0;0
4068206;12;4;23;0;0
4068206;12;5;9;0;1
4068206;12;6;11;0;0
4068206;13;1;16;0;0
4068206;13;2;14;0;0
4068206;13;3;23;0;0
4068206;13;4;13;0;1
4068206;13;5;17;0;0
4068206;13;6;19;0;-1
4068206;14;1;10;0;1
4068206;14;2;18;0;0
4068206;14;3;21;0;0
4068206;14;4;15;0;-1
4068206;14;5;20;0;0
4068206;14;6;22;0;0
4068206;15;1;13;0;1
4068206;15;2;11;0;0
4068206;15;3;18;0;0
4068206;15;4;22;0;0
4068206;15;5;17;0;0
4068206;15;6;19;0;-1
4068206;16;1;14;0;0
4068206;16;2;23;0;0
4068206;16;3;21;0;-1
4068206;16;4;15;0;0
4068206;16;5;20;0;0
4068206;16;6;10;0;1
4068206;17;1;12;0;0
4068206;17;2;19;0;-1
4068206;17;3;16;0;0
4068206;17;4;22;0;0
4068206;17;5;20;0;0
4068206;17;6;9;0;1
4068206;18;1;16;0;0
4068206;18;2;17;0;0
4068206;18;3;21;0;-1
4068206;18;4;14;0;0
4068206;18;5;12;0;1
4068206;18;6;23;0;0
4068219;1;1;7;0;1
4068219;1;2;4;0;0
4068219;1;3;9;0;0
4068219;1;4;3;0;0
4068219;1;5;1;0;0
4068219;1;6;6;0;0
4068219;1;7;0;1;0
4068219;2;1;5;0;0
4068219;2;2;2;0;0
4068219;2;3;22;0;0
4068219;2;4;7;0;1
4068219;2;5;16;0;0
4068219;2;6;8;0;0
4068219;2;7;0;1;0
4068219;3;1;6;0;0
4068219;3;2;1;0;1
4068219;3;3;9;0;0
4068219;3;4;8;0;0
4068219;3;5;19;0;0
4068219;3;6;4;0;0
4068219;3;7;0;1;0
4068219;4;1;16;0;0
4068219;4;2;9;0;0
4068219;4;3;5;0;0
4068219;4;4;3;0;0
4068219;4;5;6;0;1
4068219;4;6;4;0;0
4068219;4;7;0;1;0
4068219;5;1;1;0;0
4068219;5;2;3;0;0
4068219;5;3;8;0;0
4068219;5;4;7;0;1
4068219;5;5;18;0;0
4068219;5;6;2;0;0
4068219;5;7;0;1;0
4068219;6;1;3;0;0
4068219;6;2;6;0;0
4068219;6;3;1;0;0
4068219;6;4;4;0;0
4068219;6;5;17;0;0
4068219;6;6;7;0;1
4068219;6;7;0;1;0
4068219;7;1;8;0;0
4068219;7;2;20;0;0
4068219;7;3;9;0;0
4068219;7;4;12;0;0
4068219;7;5;5;0;0
4068219;7;6;2;0;1
4068219;7;7;0;1;0
4068219;8;1;1;0;0
4068219;8;2;3;0;0
4068219;8;3;7;0;1
4068219;8;4;4;0;0
4068219;8;5;6;0;0
4068219;8;6;2;0;0
4068219;8;7;0;1;0
4068219;9;1;9;0;1
4068219;9;2;5;0;0
4068219;9;3;13;0;0
4068219;9;4;8;0;0
4068219;9;5;4;0;0
4068219;9;6;17;0;0
4068219;9;7;0;1;0
4068219;10;1;13;0;0
4068219;10;2;5;0;0
4068219;10;3;1;0;0
4068219;10;4;6;0;1
4068219;10;5;3;0;0
4068219;10;6;9;0;0
4068219;10;7;0;1;0
4068219;11;1;19;0;-1
4068219;11;2;17;0;0
4068219;11;3;9;0;0
4068219;11;4;14;0;0
4068219;11;5;23;0;1
4068219;11;6;10;0;0
4068219;12;1;22;0;0
4068219;12;2;13;0;1
4068219;12;3;20;0;-1
4068219;12;4;21;0;0
4068219;12;5;14;0;0
4068219;12;6;15;0;0
4068219;13;1;10;0;0
4068219;13;2;11;0;0
4068219;13;3;21;0;0
4068219;13;4;18;0;0
4068219;13;5;17;0;-1
4068219;13;6;9;0;1
4068219;14;1;20;0;0
4068219;14;2;12;0;0
4068219;14;3;16;0;0
4068219;14;4;19;0;-1
4068219;14;5;13;0;0
4068219;14;6;23;0;1
4068219;15;1;10;0;0
4068219;15;2;15;0;0
4068219;15;3;23;0;1
4068219;15;4;22;0;-1
4068219;15;5;11;0;0
4068219;15;6;21;0;0
4068219;16;1;16;0;0
4068219;16;2;14;0;1
4068219;16;3;20;0;0
4068219;16;4;12;0;0
4068219;16;5;18;0;0
4068219;16;6;19;0;-1
4068219;17;1;13;0;0
4068219;17;2;21;0;0
4068219;17;3;14;0;0
4068219;17;4;19;0;-1
4068219;17;5;9;0;1
4068219;17;6;17;0;0
4068219;18;1;22;0;-1
4068219;18;2;17;0;0
4068219;18;3;13;0;0
4068219;18;4;23;0;1
4068219;18;5;12;0;0
4068219;18;6;15;0;0
4068228;1;1;6;0;0
4068228;1;2;7;0;1
4068228;1;3;5;0;0
4068228;1;4;8;0;0
4068228;1;5;4;0;0
4068228;1;6;3;0;0
4068228;1;7;0;1;0
4068228;2;1;22;0;0
4068228;2;2;6;0;0
4068228;2;3;1;0;0
4068228;2;4;8;0;0
4068228;2;5;12;0;0
4068228;2;6;2;0;1
4068228;2;7;0;1;0
